FG_Id,FG_SKU,FG_Type,CompanyId,CompanyName,RM_Id,RM_SKU,RM_Type,SupplierId,SupplierName,RM_Code,RM_hash,RM_ingredient
37,FG-walmart-40775783,finished-good,17,Equate,341,RM-C17-carboxymethylcellulose-sodium-1d92bbc2,raw-material,11,Colorcon,RM-C17,1d92bbc2,carboxymethylcellulose sodium
37,FG-walmart-40775783,finished-good,17,Equate,342,RM-C17-cholecalciferol-75e08048,raw-material,27,Prinova USA,RM-C17,75e08048,cholecalciferol
37,FG-walmart-40775783,finished-good,17,Equate,342,RM-C17-cholecalciferol-75e08048,raw-material,28,PureBulk,RM-C17,75e08048,cholecalciferol
37,FG-walmart-40775783,finished-good,17,Equate,345,RM-C17-chromium-picolinate-9a349105,raw-material,19,Jost Chemical,RM-C17,9a349105,chromium picolinate
37,FG-walmart-40775783,finished-good,17,Equate,345,RM-C17-chromium-picolinate-9a349105,raw-material,27,Prinova USA,RM-C17,9a349105,chromium picolinate
37,FG-walmart-40775783,finished-good,17,Equate,346,RM-C17-croscarmellose-sodium-a3e32460,raw-material,5,Ashland,RM-C17,a3e32460,croscarmellose sodium
37,FG-walmart-40775783,finished-good,17,Equate,346,RM-C17-croscarmellose-sodium-a3e32460,raw-material,11,Colorcon,RM-C17,a3e32460,croscarmellose sodium
37,FG-walmart-40775783,finished-good,17,Equate,348,RM-C17-cupric-sulfate-38ac7927,raw-material,19,Jost Chemical,RM-C17,38ac7927,cupric sulfate
37,FG-walmart-40775783,finished-good,17,Equate,348,RM-C17-cupric-sulfate-38ac7927,raw-material,28,PureBulk,RM-C17,38ac7927,cupric sulfate
37,FG-walmart-40775783,finished-good,17,Equate,349,RM-C17-cyanocobalamin-902cb05e,raw-material,27,Prinova USA,RM-C17,902cb05e,cyanocobalamin
37,FG-walmart-40775783,finished-good,17,Equate,349,RM-C17-cyanocobalamin-902cb05e,raw-material,28,PureBulk,RM-C17,902cb05e,cyanocobalamin
37,FG-walmart-40775783,finished-good,17,Equate,350,RM-C17-d-calcium-pantothenate-b22e6b6d,raw-material,27,Prinova USA,RM-C17,b22e6b6d,d calcium pantothenate
37,FG-walmart-40775783,finished-good,17,Equate,350,RM-C17-d-calcium-pantothenate-b22e6b6d,raw-material,28,PureBulk,RM-C17,b22e6b6d,d calcium pantothenate
37,FG-walmart-40775783,finished-good,17,Equate,351,RM-C17-dicalcium-phosphate-a5ed9ed7,raw-material,19,Jost Chemical,RM-C17,a5ed9ed7,dicalcium phosphate
37,FG-walmart-40775783,finished-good,17,Equate,351,RM-C17-dicalcium-phosphate-a5ed9ed7,raw-material,28,PureBulk,RM-C17,a5ed9ed7,dicalcium phosphate
37,FG-walmart-40775783,finished-good,17,Equate,352,RM-C17-fd-and-c-blue-no-2-lake-64e07256,raw-material,15,Gold Coast Ingredients,RM-C17,64e07256,fd and c blue no 2 lake
37,FG-walmart-40775783,finished-good,17,Equate,352,RM-C17-fd-and-c-blue-no-2-lake-64e07256,raw-material,30,Sensient,RM-C17,64e07256,fd and c blue no 2 lake
37,FG-walmart-40775783,finished-good,17,Equate,353,RM-C17-fd-and-c-red-no-40-lake-0779ba16,raw-material,15,Gold Coast Ingredients,RM-C17,0779ba16,fd and c red no 40 lake
37,FG-walmart-40775783,finished-good,17,Equate,353,RM-C17-fd-and-c-red-no-40-lake-0779ba16,raw-material,30,Sensient,RM-C17,0779ba16,fd and c red no 40 lake
37,FG-walmart-40775783,finished-good,17,Equate,354,RM-C17-fd-and-c-yellow-no-6-lake-6685d42c,raw-material,15,Gold Coast Ingredients,RM-C17,6685d42c,fd and c yellow no 6 lake
37,FG-walmart-40775783,finished-good,17,Equate,354,RM-C17-fd-and-c-yellow-no-6-lake-6685d42c,raw-material,30,Sensient,RM-C17,6685d42c,fd and c yellow no 6 lake
37,FG-walmart-40775783,finished-good,17,Equate,355,RM-C17-ferrous-fumarate-1bb7e62c,raw-material,19,Jost Chemical,RM-C17,1bb7e62c,ferrous fumarate
37,FG-walmart-40775783,finished-good,17,Equate,355,RM-C17-ferrous-fumarate-1bb7e62c,raw-material,28,PureBulk,RM-C17,1bb7e62c,ferrous fumarate
37,FG-walmart-40775783,finished-good,17,Equate,356,RM-C17-folic-acid-6c8e8f26,raw-material,27,Prinova USA,RM-C17,6c8e8f26,folic acid
37,FG-walmart-40775783,finished-good,17,Equate,356,RM-C17-folic-acid-6c8e8f26,raw-material,28,PureBulk,RM-C17,6c8e8f26,folic acid
37,FG-walmart-40775783,finished-good,17,Equate,360,RM-C17-hydroxypropyl-methylcellulose-46512c9c,raw-material,5,Ashland,RM-C17,46512c9c,hydroxypropyl methylcellulose
37,FG-walmart-40775783,finished-good,17,Equate,360,RM-C17-hydroxypropyl-methylcellulose-46512c9c,raw-material,11,Colorcon,RM-C17,46512c9c,hydroxypropyl methylcellulose
37,FG-walmart-40775783,finished-good,17,Equate,362,RM-C17-magnesium-oxide-2b403060,raw-material,19,Jost Chemical,RM-C17,2b403060,magnesium oxide
37,FG-walmart-40775783,finished-good,17,Equate,362,RM-C17-magnesium-oxide-2b403060,raw-material,27,Prinova USA,RM-C17,2b403060,magnesium oxide
37,FG-walmart-40775783,finished-good,17,Equate,363,RM-C17-magnesium-stearate-6abf59fc,raw-material,5,Ashland,RM-C17,6abf59fc,magnesium stearate
37,FG-walmart-40775783,finished-good,17,Equate,363,RM-C17-magnesium-stearate-6abf59fc,raw-material,11,Colorcon,RM-C17,6abf59fc,magnesium stearate
37,FG-walmart-40775783,finished-good,17,Equate,364,RM-C17-maltodextrin-8c87d5eb,raw-material,18,Ingredion,RM-C17,8c87d5eb,maltodextrin
37,FG-walmart-40775783,finished-good,17,Equate,365,RM-C17-manganese-sulfate-f60c6285,raw-material,19,Jost Chemical,RM-C17,f60c6285,manganese sulfate
37,FG-walmart-40775783,finished-good,17,Equate,365,RM-C17-manganese-sulfate-f60c6285,raw-material,28,PureBulk,RM-C17,f60c6285,manganese sulfate
37,FG-walmart-40775783,finished-good,17,Equate,366,RM-C17-medium-chain-triglycerides-8f09d80d,raw-material,1,ADM,RM-C17,8f09d80d,medium chain triglycerides
37,FG-walmart-40775783,finished-good,17,Equate,366,RM-C17-medium-chain-triglycerides-8f09d80d,raw-material,10,Cargill,RM-C17,8f09d80d,medium chain triglycerides
37,FG-walmart-40775783,finished-good,17,Equate,367,RM-C17-microcrystalline-cellulose-557e108b,raw-material,5,Ashland,RM-C17,557e108b,microcrystalline cellulose
37,FG-walmart-40775783,finished-good,17,Equate,367,RM-C17-microcrystalline-cellulose-557e108b,raw-material,11,Colorcon,RM-C17,557e108b,microcrystalline cellulose
37,FG-walmart-40775783,finished-good,17,Equate,370,RM-C17-nicotinamide-bcdfeba8,raw-material,27,Prinova USA,RM-C17,bcdfeba8,nicotinamide
37,FG-walmart-40775783,finished-good,17,Equate,370,RM-C17-nicotinamide-bcdfeba8,raw-material,28,PureBulk,RM-C17,bcdfeba8,nicotinamide
37,FG-walmart-40775783,finished-good,17,Equate,372,RM-C17-phytonadione-55621c1e,raw-material,27,Prinova USA,RM-C17,55621c1e,phytonadione
37,FG-walmart-40775783,finished-good,17,Equate,372,RM-C17-phytonadione-55621c1e,raw-material,28,PureBulk,RM-C17,55621c1e,phytonadione
37,FG-walmart-40775783,finished-good,17,Equate,373,RM-C17-polydextrose-cd4814b7,raw-material,18,Ingredion,RM-C17,cd4814b7,polydextrose
37,FG-walmart-40775783,finished-good,17,Equate,374,RM-C17-polyvinyl-alcohol-7d52bf18,raw-material,5,Ashland,RM-C17,7d52bf18,polyvinyl alcohol
37,FG-walmart-40775783,finished-good,17,Equate,374,RM-C17-polyvinyl-alcohol-7d52bf18,raw-material,11,Colorcon,RM-C17,7d52bf18,polyvinyl alcohol
37,FG-walmart-40775783,finished-good,17,Equate,375,RM-C17-potassium-chloride-35a32d7a,raw-material,19,Jost Chemical,RM-C17,35a32d7a,potassium chloride
37,FG-walmart-40775783,finished-good,17,Equate,375,RM-C17-potassium-chloride-35a32d7a,raw-material,28,PureBulk,RM-C17,35a32d7a,potassium chloride
37,FG-walmart-40775783,finished-good,17,Equate,376,RM-C17-potassium-iodide-e373836a,raw-material,19,Jost Chemical,RM-C17,e373836a,potassium iodide
37,FG-walmart-40775783,finished-good,17,Equate,376,RM-C17-potassium-iodide-e373836a,raw-material,28,PureBulk,RM-C17,e373836a,potassium iodide
37,FG-walmart-40775783,finished-good,17,Equate,377,RM-C17-pyridoxine-hydrochloride-9ea3cd1b,raw-material,27,Prinova USA,RM-C17,9ea3cd1b,pyridoxine hydrochloride
37,FG-walmart-40775783,finished-good,17,Equate,377,RM-C17-pyridoxine-hydrochloride-9ea3cd1b,raw-material,28,PureBulk,RM-C17,9ea3cd1b,pyridoxine hydrochloride
37,FG-walmart-40775783,finished-good,17,Equate,378,RM-C17-retinyl-acetate-464fff68,raw-material,27,Prinova USA,RM-C17,464fff68,retinyl acetate
37,FG-walmart-40775783,finished-good,17,Equate,378,RM-C17-retinyl-acetate-464fff68,raw-material,28,PureBulk,RM-C17,464fff68,retinyl acetate
37,FG-walmart-40775783,finished-good,17,Equate,379,RM-C17-riboflavin-1e96c616,raw-material,27,Prinova USA,RM-C17,1e96c616,riboflavin
37,FG-walmart-40775783,finished-good,17,Equate,379,RM-C17-riboflavin-1e96c616,raw-material,28,PureBulk,RM-C17,1e96c616,riboflavin
37,FG-walmart-40775783,finished-good,17,Equate,381,RM-C17-silica-53bc9dc6,raw-material,5,Ashland,RM-C17,53bc9dc6,silica
37,FG-walmart-40775783,finished-good,17,Equate,381,RM-C17-silica-53bc9dc6,raw-material,11,Colorcon,RM-C17,53bc9dc6,silica
37,FG-walmart-40775783,finished-good,17,Equate,385,RM-C17-sodium-molybdate-0f7d838a,raw-material,19,Jost Chemical,RM-C17,0f7d838a,sodium molybdate
37,FG-walmart-40775783,finished-good,17,Equate,385,RM-C17-sodium-molybdate-0f7d838a,raw-material,28,PureBulk,RM-C17,0f7d838a,sodium molybdate
37,FG-walmart-40775783,finished-good,17,Equate,386,RM-C17-sodium-selenite-733ab69c,raw-material,19,Jost Chemical,RM-C17,733ab69c,sodium selenite
37,FG-walmart-40775783,finished-good,17,Equate,386,RM-C17-sodium-selenite-733ab69c,raw-material,28,PureBulk,RM-C17,733ab69c,sodium selenite
37,FG-walmart-40775783,finished-good,17,Equate,390,RM-C17-starch-2edb910e,raw-material,18,Ingredion,RM-C17,2edb910e,starch
37,FG-walmart-40775783,finished-good,17,Equate,394,RM-C17-thiamine-mononitrate-b51b48ac,raw-material,27,Prinova USA,RM-C17,b51b48ac,thiamine mononitrate
37,FG-walmart-40775783,finished-good,17,Equate,394,RM-C17-thiamine-mononitrate-b51b48ac,raw-material,28,PureBulk,RM-C17,b51b48ac,thiamine mononitrate
37,FG-walmart-40775783,finished-good,17,Equate,395,RM-C17-titanium-dioxide-341f50d1,raw-material,5,Ashland,RM-C17,341f50d1,titanium dioxide
37,FG-walmart-40775783,finished-good,17,Equate,395,RM-C17-titanium-dioxide-341f50d1,raw-material,11,Colorcon,RM-C17,341f50d1,titanium dioxide
37,FG-walmart-40775783,finished-good,17,Equate,397,RM-C17-tricalcium-phosphate-431a4818,raw-material,19,Jost Chemical,RM-C17,431a4818,tricalcium phosphate
37,FG-walmart-40775783,finished-good,17,Equate,397,RM-C17-tricalcium-phosphate-431a4818,raw-material,28,PureBulk,RM-C17,431a4818,tricalcium phosphate
37,FG-walmart-40775783,finished-good,17,Equate,405,RM-C17-zinc-oxide-add96a17,raw-material,19,Jost Chemical,RM-C17,add96a17,zinc oxide
37,FG-walmart-40775783,finished-good,17,Equate,405,RM-C17-zinc-oxide-add96a17,raw-material,28,PureBulk,RM-C17,add96a17,zinc oxide
37,FG-walmart-40775783,finished-good,17,Equate,407,RM-C17-dl-alpha-tocopheryl-acetate-153b1b41,raw-material,27,Prinova USA,RM-C17,153b1b41,dl alpha tocopheryl acetate
37,FG-walmart-40775783,finished-good,17,Equate,407,RM-C17-dl-alpha-tocopheryl-acetate-153b1b41,raw-material,28,PureBulk,RM-C17,153b1b41,dl alpha tocopheryl acetate
37,FG-walmart-40775783,finished-good,17,Equate,408,RM-C17-dl-tartaric-acid-d0c76b57,raw-material,27,Prinova USA,RM-C17,d0c76b57,dl tartaric acid
37,FG-walmart-40775783,finished-good,17,Equate,408,RM-C17-dl-tartaric-acid-d0c76b57,raw-material,38,Univar Solutions,RM-C17,d0c76b57,dl tartaric acid
38,FG-walmart-19758123,finished-good,50,Spring Valley,771,RM-C50-gelatin-e04eefe9,raw-material,9,Capsuline,RM-C50,e04eefe9,gelatin
38,FG-walmart-19758123,finished-good,50,Spring Valley,771,RM-C50-gelatin-e04eefe9,raw-material,13,Darling Ingredients / Rousselot,RM-C50,e04eefe9,gelatin
38,FG-walmart-19758123,finished-good,50,Spring Valley,772,RM-C50-glycerin-46154c5e,raw-material,18,Ingredion,RM-C50,46154c5e,glycerin
38,FG-walmart-19758123,finished-good,50,Spring Valley,774,RM-C50-soybean-oil-525500a0,raw-material,1,ADM,RM-C50,525500a0,soybean oil
38,FG-walmart-19758123,finished-good,50,Spring Valley,774,RM-C50-soybean-oil-525500a0,raw-material,10,Cargill,RM-C50,525500a0,soybean oil
38,FG-walmart-19758123,finished-good,50,Spring Valley,775,RM-C50-vitamin-d3-cholecalciferol-22ab18a7,raw-material,27,Prinova USA,RM-C50,22ab18a7,vitamin d3 cholecalciferol
38,FG-walmart-19758123,finished-good,50,Spring Valley,775,RM-C50-vitamin-d3-cholecalciferol-22ab18a7,raw-material,28,PureBulk,RM-C50,22ab18a7,vitamin d3 cholecalciferol
39,FG-walmart-398189644,finished-good,30,Nature Made,523,RM-C30-cellulose-gel-66b4a4d5,raw-material,18,Ingredion,RM-C30,66b4a4d5,cellulose gel
39,FG-walmart-398189644,finished-good,30,Nature Made,524,RM-C30-citric-acid-d939ac85,raw-material,27,Prinova USA,RM-C30,d939ac85,citric acid
39,FG-walmart-398189644,finished-good,30,Nature Made,524,RM-C30-citric-acid-d939ac85,raw-material,38,Univar Solutions,RM-C30,d939ac85,citric acid
39,FG-walmart-398189644,finished-good,30,Nature Made,529,RM-C30-hypromellose-917a9b27,raw-material,9,Capsuline,RM-C30,917a9b27,hypromellose
39,FG-walmart-398189644,finished-good,30,Nature Made,529,RM-C30-hypromellose-917a9b27,raw-material,11,Colorcon,RM-C30,917a9b27,hypromellose
39,FG-walmart-398189644,finished-good,30,Nature Made,531,RM-C30-magnesium-bisglycinate-c6e583c4,raw-material,6,Balchem,RM-C30,c6e583c4,magnesium bisglycinate
39,FG-walmart-398189644,finished-good,30,Nature Made,531,RM-C30-magnesium-bisglycinate-c6e583c4,raw-material,28,PureBulk,RM-C30,c6e583c4,magnesium bisglycinate
39,FG-walmart-398189644,finished-good,30,Nature Made,536,RM-C30-magnesium-stearate-201fdf47,raw-material,5,Ashland,RM-C30,201fdf47,magnesium stearate
39,FG-walmart-398189644,finished-good,30,Nature Made,536,RM-C30-magnesium-stearate-201fdf47,raw-material,11,Colorcon,RM-C30,201fdf47,magnesium stearate
39,FG-walmart-398189644,finished-good,30,Nature Made,544,RM-C30-silicon-dioxide-47cf951f,raw-material,5,Ashland,RM-C30,47cf951f,silicon dioxide
39,FG-walmart-398189644,finished-good,30,Nature Made,544,RM-C30-silicon-dioxide-47cf951f,raw-material,11,Colorcon,RM-C30,47cf951f,silicon dioxide
39,FG-walmart-398189644,finished-good,30,Nature Made,547,RM-C30-stearic-acid-19acfab5,raw-material,5,Ashland,RM-C30,19acfab5,stearic acid
39,FG-walmart-398189644,finished-good,30,Nature Made,547,RM-C30-stearic-acid-19acfab5,raw-material,11,Colorcon,RM-C30,19acfab5,stearic acid
40,FG-walmart-945235241,finished-good,43,Premier Protein,727,RM-C43-acesulfame-potassium-0f3b3a01,raw-material,10,Cargill,RM-C43,0f3b3a01,acesulfame potassium
40,FG-walmart-945235241,finished-good,43,Premier Protein,727,RM-C43-acesulfame-potassium-0f3b3a01,raw-material,27,Prinova USA,RM-C43,0f3b3a01,acesulfame potassium
40,FG-walmart-945235241,finished-good,43,Premier Protein,728,RM-C43-natural-and-artificial-flavors-5df885b2,raw-material,15,Gold Coast Ingredients,RM-C43,5df885b2,natural and artificial flavors
40,FG-walmart-945235241,finished-good,43,Premier Protein,729,RM-C43-salt-ff3b2d7b,raw-material,19,Jost Chemical,RM-C43,ff3b2d7b,salt
40,FG-walmart-945235241,finished-good,43,Premier Protein,729,RM-C43-salt-ff3b2d7b,raw-material,28,PureBulk,RM-C43,ff3b2d7b,salt
40,FG-walmart-945235241,finished-good,43,Premier Protein,730,RM-C43-sucralose-34d90dd1,raw-material,27,Prinova USA,RM-C43,34d90dd1,sucralose
40,FG-walmart-945235241,finished-good,43,Premier Protein,730,RM-C43-sucralose-34d90dd1,raw-material,38,Univar Solutions,RM-C43,34d90dd1,sucralose
40,FG-walmart-945235241,finished-good,43,Premier Protein,731,RM-C43-sunflower-lecithin-c6faf83a,raw-material,1,ADM,RM-C43,c6faf83a,sunflower lecithin
40,FG-walmart-945235241,finished-good,43,Premier Protein,731,RM-C43-sunflower-lecithin-c6faf83a,raw-material,10,Cargill,RM-C43,c6faf83a,sunflower lecithin
40,FG-walmart-945235241,finished-good,43,Premier Protein,732,RM-C43-whey-protein-concentrate-9e1878ec,raw-material,3,Actus Nutrition,RM-C43,9e1878ec,whey protein concentrate
40,FG-walmart-945235241,finished-good,43,Premier Protein,732,RM-C43-whey-protein-concentrate-9e1878ec,raw-material,27,Prinova USA,RM-C43,9e1878ec,whey protein concentrate
40,FG-walmart-945235241,finished-good,43,Premier Protein,733,RM-C43-whey-protein-isolate-f612d921,raw-material,3,Actus Nutrition,RM-C43,f612d921,whey protein isolate
40,FG-walmart-945235241,finished-good,43,Premier Protein,733,RM-C43-whey-protein-isolate-f612d921,raw-material,27,Prinova USA,RM-C43,f612d921,whey protein isolate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,865,RM-C56-calcium-ascorbate-fca157d3,raw-material,27,Prinova USA,RM-C56,fca157d3,calcium ascorbate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,865,RM-C56-calcium-ascorbate-fca157d3,raw-material,28,PureBulk,RM-C56,fca157d3,calcium ascorbate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,866,RM-C56-calcium-lactate-gluconate-44d08e4d,raw-material,19,Jost Chemical,RM-C56,44d08e4d,calcium lactate gluconate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,866,RM-C56-calcium-lactate-gluconate-44d08e4d,raw-material,27,Prinova USA,RM-C56,44d08e4d,calcium lactate gluconate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,867,RM-C56-citric-acid-d55c874f,raw-material,27,Prinova USA,RM-C56,d55c874f,citric acid
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,867,RM-C56-citric-acid-d55c874f,raw-material,38,Univar Solutions,RM-C56,d55c874f,citric acid
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,868,RM-C56-coloring-concentrates-92216482,raw-material,15,Gold Coast Ingredients,RM-C56,92216482,coloring concentrates
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,868,RM-C56-coloring-concentrates-92216482,raw-material,30,Sensient,RM-C56,92216482,coloring concentrates
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,869,RM-C56-magnesium-citrate-5cf5996a,raw-material,19,Jost Chemical,RM-C56,5cf5996a,magnesium citrate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,869,RM-C56-magnesium-citrate-5cf5996a,raw-material,28,PureBulk,RM-C56,5cf5996a,magnesium citrate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,871,RM-C56-manganese-citrate-0b990e60,raw-material,19,Jost Chemical,RM-C56,0b990e60,manganese citrate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,871,RM-C56-manganese-citrate-0b990e60,raw-material,27,Prinova USA,RM-C56,0b990e60,manganese citrate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,872,RM-C56-natural-flavors-4adc0048,raw-material,15,Gold Coast Ingredients,RM-C56,4adc0048,natural flavors
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,875,RM-C56-organic-stevia-leaf-extract-rebaudioside-a-4b383f8d,raw-material,29,Sawgrass Nutra Labs,RM-C56,4b383f8d,organic stevia leaf extract rebaudioside a
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,877,RM-C56-potassium-aspartate-e54e5e27,raw-material,19,Jost Chemical,RM-C56,e54e5e27,potassium aspartate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,877,RM-C56-potassium-aspartate-e54e5e27,raw-material,27,Prinova USA,RM-C56,e54e5e27,potassium aspartate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,878,RM-C56-potassium-phosphate-066639d2,raw-material,19,Jost Chemical,RM-C56,066639d2,potassium phosphate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,878,RM-C56-potassium-phosphate-066639d2,raw-material,27,Prinova USA,RM-C56,066639d2,potassium phosphate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,880,RM-C56-salt-sodium-chloride-aa9476b4,raw-material,19,Jost Chemical,RM-C56,aa9476b4,salt sodium chloride
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,880,RM-C56-salt-sodium-chloride-aa9476b4,raw-material,28,PureBulk,RM-C56,aa9476b4,salt sodium chloride
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,881,RM-C56-zinc-citrate-45e7f827,raw-material,19,Jost Chemical,RM-C56,45e7f827,zinc citrate
41,FG-walmart-502509842,finished-good,56,Ultima Replenisher,881,RM-C56-zinc-citrate-45e7f827,raw-material,27,Prinova USA,RM-C56,45e7f827,zinc citrate
42,FG-walmart-10324636,finished-good,17,Equate,335,RM-C17-ascorbic-acid-ab2a6348,raw-material,27,Prinova USA,RM-C17,ab2a6348,ascorbic acid
42,FG-walmart-10324636,finished-good,17,Equate,335,RM-C17-ascorbic-acid-ab2a6348,raw-material,28,PureBulk,RM-C17,ab2a6348,ascorbic acid
42,FG-walmart-10324636,finished-good,17,Equate,336,RM-C17-ascorbyl-palmitate-f401359d,raw-material,27,Prinova USA,RM-C17,f401359d,ascorbyl palmitate
42,FG-walmart-10324636,finished-good,17,Equate,336,RM-C17-ascorbyl-palmitate-f401359d,raw-material,28,PureBulk,RM-C17,f401359d,ascorbyl palmitate
42,FG-walmart-10324636,finished-good,17,Equate,337,RM-C17-bht-7970c2c1,raw-material,33,Spectrum Chemical,RM-C17,7970c2c1,bht
42,FG-walmart-10324636,finished-good,17,Equate,337,RM-C17-bht-7970c2c1,raw-material,38,Univar Solutions,RM-C17,7970c2c1,bht
42,FG-walmart-10324636,finished-good,17,Equate,338,RM-C17-beta-carotene-75e75e5d,raw-material,27,Prinova USA,RM-C17,75e75e5d,beta carotene
42,FG-walmart-10324636,finished-good,17,Equate,338,RM-C17-beta-carotene-75e75e5d,raw-material,28,PureBulk,RM-C17,75e75e5d,beta carotene
42,FG-walmart-10324636,finished-good,17,Equate,339,RM-C17-biotin-07291e5b,raw-material,27,Prinova USA,RM-C17,07291e5b,biotin
42,FG-walmart-10324636,finished-good,17,Equate,339,RM-C17-biotin-07291e5b,raw-material,28,PureBulk,RM-C17,07291e5b,biotin
42,FG-walmart-10324636,finished-good,17,Equate,340,RM-C17-calcium-carbonate-164af619,raw-material,19,Jost Chemical,RM-C17,164af619,calcium carbonate
42,FG-walmart-10324636,finished-good,17,Equate,340,RM-C17-calcium-carbonate-164af619,raw-material,28,PureBulk,RM-C17,164af619,calcium carbonate
42,FG-walmart-10324636,finished-good,17,Equate,341,RM-C17-carboxymethylcellulose-sodium-1d92bbc2,raw-material,5,Ashland,RM-C17,1d92bbc2,carboxymethylcellulose sodium
42,FG-walmart-10324636,finished-good,17,Equate,341,RM-C17-carboxymethylcellulose-sodium-1d92bbc2,raw-material,11,Colorcon,RM-C17,1d92bbc2,carboxymethylcellulose sodium
42,FG-walmart-10324636,finished-good,17,Equate,342,RM-C17-cholecalciferol-75e08048,raw-material,27,Prinova USA,RM-C17,75e08048,cholecalciferol
42,FG-walmart-10324636,finished-good,17,Equate,342,RM-C17-cholecalciferol-75e08048,raw-material,28,PureBulk,RM-C17,75e08048,cholecalciferol
42,FG-walmart-10324636,finished-good,17,Equate,344,RM-C17-chromium-chloride-ac386ae8,raw-material,19,Jost Chemical,RM-C17,ac386ae8,chromium chloride
42,FG-walmart-10324636,finished-good,17,Equate,344,RM-C17-chromium-chloride-ac386ae8,raw-material,28,PureBulk,RM-C17,ac386ae8,chromium chloride
42,FG-walmart-10324636,finished-good,17,Equate,347,RM-C17-cupric-oxide-95cf9a6a,raw-material,19,Jost Chemical,RM-C17,95cf9a6a,cupric oxide
42,FG-walmart-10324636,finished-good,17,Equate,347,RM-C17-cupric-oxide-95cf9a6a,raw-material,28,PureBulk,RM-C17,95cf9a6a,cupric oxide
42,FG-walmart-10324636,finished-good,17,Equate,349,RM-C17-cyanocobalamin-902cb05e,raw-material,27,Prinova USA,RM-C17,902cb05e,cyanocobalamin
42,FG-walmart-10324636,finished-good,17,Equate,349,RM-C17-cyanocobalamin-902cb05e,raw-material,28,PureBulk,RM-C17,902cb05e,cyanocobalamin
42,FG-walmart-10324636,finished-good,17,Equate,350,RM-C17-d-calcium-pantothenate-b22e6b6d,raw-material,27,Prinova USA,RM-C17,b22e6b6d,d calcium pantothenate
42,FG-walmart-10324636,finished-good,17,Equate,350,RM-C17-d-calcium-pantothenate-b22e6b6d,raw-material,28,PureBulk,RM-C17,b22e6b6d,d calcium pantothenate
42,FG-walmart-10324636,finished-good,17,Equate,356,RM-C17-folic-acid-6c8e8f26,raw-material,27,Prinova USA,RM-C17,6c8e8f26,folic acid
42,FG-walmart-10324636,finished-good,17,Equate,356,RM-C17-folic-acid-6c8e8f26,raw-material,28,PureBulk,RM-C17,6c8e8f26,folic acid
42,FG-walmart-10324636,finished-good,17,Equate,357,RM-C17-gelatin-45b7cd2c,raw-material,9,Capsuline,RM-C17,45b7cd2c,gelatin
42,FG-walmart-10324636,finished-good,17,Equate,357,RM-C17-gelatin-45b7cd2c,raw-material,13,Darling Ingredients / Rousselot,RM-C17,45b7cd2c,gelatin
42,FG-walmart-10324636,finished-good,17,Equate,358,RM-C17-glucose-16858abc,raw-material,18,Ingredion,RM-C17,16858abc,glucose
42,FG-walmart-10324636,finished-good,17,Equate,358,RM-C17-glucose-16858abc,raw-material,27,Prinova USA,RM-C17,16858abc,glucose
42,FG-walmart-10324636,finished-good,17,Equate,359,RM-C17-gum-arabic-21ea5acf,raw-material,18,Ingredion,RM-C17,21ea5acf,gum arabic
42,FG-walmart-10324636,finished-good,17,Equate,359,RM-C17-gum-arabic-21ea5acf,raw-material,27,Prinova USA,RM-C17,21ea5acf,gum arabic
42,FG-walmart-10324636,finished-good,17,Equate,360,RM-C17-hydroxypropyl-methylcellulose-46512c9c,raw-material,5,Ashland,RM-C17,46512c9c,hydroxypropyl methylcellulose
42,FG-walmart-10324636,finished-good,17,Equate,360,RM-C17-hydroxypropyl-methylcellulose-46512c9c,raw-material,11,Colorcon,RM-C17,46512c9c,hydroxypropyl methylcellulose
42,FG-walmart-10324636,finished-good,17,Equate,361,RM-C17-lycopene-37067980,raw-material,4,American Botanicals,RM-C17,37067980,lycopene
42,FG-walmart-10324636,finished-good,17,Equate,361,RM-C17-lycopene-37067980,raw-material,23,Mueggenburg USA,RM-C17,37067980,lycopene
42,FG-walmart-10324636,finished-good,17,Equate,362,RM-C17-magnesium-oxide-2b403060,raw-material,19,Jost Chemical,RM-C17,2b403060,magnesium oxide
